LAUS_Area_Code,State,County,Area_Title,,Period,Civilian_Labor_Force,Employed,Unemployed_level,Unemployed_rate,early
CN2204900000000,22,49,Jackson Parish, LA,6/1/2021,6753,6426,327,4.8,0
CN2205100000000,22,51,Jefferson Parish, LA,6/1/2021,212432,194928,17504,8.2,0
CN2205300000000,22,53,Jefferson Davis Parish, LA,6/1/2021,12534,11734,800,6.4,0
CN2205500000000,22,55,Lafayette Parish, LA,6/1/2021,115695,108816,6879,5.9,0
CN2205700000000,22,57,Lafourche Parish, LA,6/1/2021,42193,39878,2315,5.5,0
CN2205900000000,22,59,LaSalle Parish, LA,6/1/2021,6976,6696,280,4,0
CN2206100000000,22,61,Lincoln Parish, LA,6/1/2021,20351,19125,1226,6,0
CN2206300000000,22,63,Livingston Parish, LA,6/1/2021,68095,64633,3462,5.1,0
CN2206500000000,22,65,Madison Parish, LA,6/1/2021,3609,3312,297,8.2,0
CN2206700000000,22,67,Morehouse Parish, LA,6/1/2021,10083,9127,956,9.5,0
CN2206900000000,22,69,Natchitoches Parish, LA,6/1/2021,16049,15028,1021,6.4,0
CN2207100000000,22,71,Orleans Parish, LA,6/1/2021,184546,162436,22110,12,0
CN2207300000000,22,73,Ouachita Parish, LA,6/1/2021,70519,65902,4617,6.5,0
CN2207500000000,22,75,Plaquemines Parish, LA,6/1/2021,9646,9126,520,5.4,0
CN2207700000000,22,77,Pointe Coupee Parish, LA,6/1/2021,9770,9026,744,7.6,0
CN2207900000000,22,79,Rapides Parish, LA,6/1/2021,55696,52813,2883,5.2,0
CN2208100000000,22,81,Red River Parish, LA,6/1/2021,3705,3500,205,5.5,0
CN2208300000000,22,83,Richland Parish, LA,6/1/2021,8140,7569,571,7,0
CN2208500000000,22,85,Sabine Parish, LA,6/1/2021,9415,8990,425,4.5,0
CN2208700000000,22,87,St. Bernard Parish, LA,6/1/2021,20294,18335,1959,9.7,0
CN2208900000000,22,89,St. Charles Parish, LA,6/1/2021,24726,23060,1666,6.7,0
CN2209100000000,22,91,St. Helena Parish, LA,6/1/2021,4415,3852,563,12.8,0
CN2209300000000,22,93,St. James Parish, LA,6/1/2021,9177,8278,899,9.8,0
CN2209500000000,22,95,St. John the Baptist Parish, LA,6/1/2021,19794,17528,2266,11.4,0
CN2209700000000,22,97,St. Landry Parish, LA,6/1/2021,32540,29853,2687,8.3,0
CN2209900000000,22,99,St. Martin Parish, LA,6/1/2021,22404,20780,1624,7.2,0
CN2210100000000,22,101,St. Mary Parish, LA,6/1/2021,19379,17662,1717,8.9,0
CN2210300000000,22,103,St. Tammany Parish, LA,6/1/2021,116554,110552,6002,5.1,0
CN2210500000000,22,105,Tangipahoa Parish, LA,6/1/2021,57048,52234,4814,8.4,0
CN2210700000000,22,107,Tensas Parish, LA,6/1/2021,1362,1256,106,7.8,0
CN2210900000000,22,109,Terrebonne Parish, LA,6/1/2021,47048,43810,3238,6.9,0
CN2211100000000,22,111,Union Parish, LA,6/1/2021,9075,8506,569,6.3,0
CN2211300000000,22,113,Vermilion Parish, LA,6/1/2021,24319,22732,1587,6.5,0
CN2211500000000,22,115,Vernon Parish, LA,6/1/2021,16296,15428,868,5.3,0
CN2211700000000,22,117,Washington Parish, LA,6/1/2021,16879,15517,1362,8.1,0
CN2211900000000,22,119,Webster Parish, LA,6/1/2021,14327,13322,1005,7,0
CN2212100000000,22,121,West Baton Rouge Parish, LA,6/1/2021,13565,12651,914,6.7,0
CN2212300000000,22,123,West Carroll Parish, LA,6/1/2021,3635,3381,254,7,0
CN2212500000000,22,125,West Feliciana Parish, LA,6/1/2021,5311,5052,259,4.9,0
CN2212700000000,22,127,Winn Parish, LA,6/1/2021,4682,4410,272,5.8,0
CN2300100000000,23,1,Androscoggin County, ME,6/1/2021,54044,51023,3021,5.6,0
CN2300300000000,23,3,Aroostook County, ME,6/1/2021,29606,27641,1965,6.6,0
CN2300500000000,23,5,Cumberland County, ME,6/1/2021,161830,154446,7384,4.6,0
CN2300700000000,23,7,Franklin County, ME,6/1/2021,13851,12993,858,6.2,0
CN2300900000000,23,9,Hancock County, ME,6/1/2021,30500,29126,1374,4.5,0
CN2301100000000,23,11,Kennebec County, ME,6/1/2021,61664,58643,3021,4.9,0
CN2301300000000,23,13,Knox County, ME,6/1/2021,21025,20077,948,4.5,0
CN2301500000000,23,15,Lincoln County, ME,6/1/2021,17546,16772,774,4.4,0
CN2301700000000,23,17,Oxford County, ME,6/1/2021,26504,24835,1669,6.3,0
CN2301900000000,23,19,Penobscot County, ME,6/1/2021,74089,70061,4028,5.4,0
CN2302100000000,23,21,Piscataquis County, ME,6/1/2021,7646,7246,400,5.2,0
CN2302300000000,23,23,Sagadahoc County, ME,6/1/2021,18680,17879,801,4.3,0
CN2302500000000,23,25,Somerset County, ME,6/1/2021,22812,21255,1557,6.8,0
CN2302700000000,23,27,Waldo County, ME,6/1/2021,20740,19699,1041,5,0
CN2302900000000,23,29,Washington County, ME,6/1/2021,13933,12983,950,6.8,0
CN2303100000000,23,31,York County, ME,6/1/2021,113035,107529,5506,4.9,0
CN2400100000000,24,1,Allegany County, MD,6/1/2021,31006,28715,2291,7.4,1
CN2400300000000,24,3,Anne Arundel County, MD,6/1/2021,310569,293176,17393,5.6,1
CN2400500000000,24,5,Baltimore County, MD,6/1/2021,445771,416596,29175,6.5,1
CN2400900000000,24,9,Calvert County, MD,6/1/2021,47686,45038,2648,5.6,1
CN2401100000000,24,11,Caroline County, MD,6/1/2021,17194,16220,974,5.7,1
CN2401300000000,24,13,Carroll County, MD,6/1/2021,92932,88171,4761,5.1,1
CN2401500000000,24,15,Cecil County, MD,6/1/2021,52234,49078,3156,6,1
CN2401700000000,24,17,Charles County, MD,6/1/2021,84209,78548,5661,6.7,1
CN2401900000000,24,19,Dorchester County, MD,6/1/2021,14978,13952,1026,6.9,1
CN2402100000000,24,21,Frederick County, MD,6/1/2021,131796,124130,7666,5.8,1
CN2402300000000,24,23,Garrett County, MD,6/1/2021,14856,13936,920,6.2,1
CN2402500000000,24,25,Harford County, MD,6/1/2021,138428,130545,7883,5.7,1
CN2402700000000,24,27,Howard County, MD,6/1/2021,185240,175537,9703,5.2,1
CN2402900000000,24,29,Kent County, MD,6/1/2021,9410,8831,579,6.2,1
CN2403100000000,24,31,Montgomery County, MD,6/1/2021,548082,512924,35158,6.4,1
CN2403300000000,24,33,Prince George's County, MD,6/1/2021,494186,452987,41199,8.3,1
CN2403500000000,24,35,Queen Anne's County, MD,6/1/2021,26902,25494,1408,5.2,1
CN2403700000000,24,37,St. Mary's County, MD,6/1/2021,57650,54596,3054,5.3,1
CN2403900000000,24,39,Somerset County, MD,6/1/2021,9246,8447,799,8.6,1
CN2404100000000,24,41,Talbot County, MD,6/1/2021,18022,16991,1031,5.7,1
CN2404300000000,24,43,Washington County, MD,6/1/2021,71398,66711,4687,6.6,1
CN2404500000000,24,45,Wicomico County, MD,6/1/2021,53025,49550,3475,6.6,1
CN2404700000000,24,47,Worcester County, MD,6/1/2021,25966,24033,1933,7.4,1
CN2451000000000,24,510,Baltimore city, MD,6/1/2021,281131,257339,23792,8.5,1
CN2500100000000,25,1,Barnstable County, MA,6/1/2021,119528,113396,6132,5.1,0
CN2500300000000,25,3,Berkshire County, MA,6/1/2021,62229,58444,3785,6.1,0
CN2500500000000,25,5,Bristol County, MA,6/1/2021,298558,280825,17733,5.9,0
CN2500700000000,25,7,Dukes County, MA,6/1/2021,9633,9160,473,4.9,0
CN2500900000000,25,9,Essex County, MA,6/1/2021,420945,395411,25534,6.1,0
CN2501100000000,25,11,Franklin County, MA,6/1/2021,40060,38208,1852,4.6,0
CN2501300000000,25,13,Hampden County, MA,6/1/2021,221341,204955,16386,7.4,0
CN2501500000000,25,15,Hampshire County, MA,6/1/2021,86413,82529,3884,4.5,0
CN2501700000000,25,17,Middlesex County, MA,6/1/2021,901392,861712,39680,4.4,0
CN2501900000000,25,19,Nantucket County/town, MA,6/1/2021,7855,7481,374,4.8,0
CN2502100000000,25,21,Norfolk County, MA,6/1/2021,386455,367357,19098,4.9,0
CN2502300000000,25,23,Plymouth County, MA,6/1/2021,282006,266067,15939,5.7,0
CN2502500000000,25,25,Suffolk County, MA,6/1/2021,451807,425267,26540,5.9,0
CN2502700000000,25,27,Worcester County, MA,6/1/2021,436043,411606,24437,5.6,0
CN2600100000000,26,1,Alcona County, MI,6/1/2021,3857,3602,255,6.6,0
CN2600300000000,26,3,Alger County, MI,6/1/2021,3132,2892,240,7.7,0
CN2600500000000,26,5,Allegan County, MI,6/1/2021,60983,58063,2920,4.8,0
CN2600700000000,26,7,Alpena County, MI,6/1/2021,13481,12736,745,5.5,0
CN2600900000000,26,9,Antrim County, MI,6/1/2021,10410,9729,681,6.5,0
CN2601100000000,26,11,Arenac County, MI,6/1/2021,5770,5315,455,7.9,0
CN2601300000000,26,13,Baraga County, MI,6/1/2021,3155,2932,223,7.1,0
CN2601500000000,26,15,Barry County, MI,6/1/2021,31165,29721,1444,4.6,0
CN2601700000000,26,17,Bay County, MI,6/1/2021,48593,45648,2945,6.1,0
CN2601900000000,26,19,Benzie County, MI,6/1/2021,8678,8204,474,5.5,0
CN2602100000000,26,21,Berrien County, MI,6/1/2021,72633,68450,4183,5.8,0
CN2602300000000,26,23,Branch County, MI,6/1/2021,19702,18680,1022,5.2,0
CN2602500000000,26,25,Calhoun County, MI,6/1/2021,60474,56323,4151,6.9,0
CN2602700000000,26,27,Cass County, MI,6/1/2021,24177,22961,1216,5,0
CN2602900000000,26,29,Charlevoix County, MI,6/1/2021,12951,12230,721,5.6,0
CN2603100000000,26,31,Cheboygan County, MI,6/1/2021,10641,10144,497,4.7,0
CN2603300000000,26,33,Chippewa County, MI,6/1/2021,16230,15278,952,5.9,0
CN2603500000000,26,35,Clare County, MI,6/1/2021,11798,10908,890,7.5,0
CN2603700000000,26,37,Clinton County, MI,6/1/2021,39007,37268,1739,4.5,0
CN2603900000000,26,39,Crawford County, MI,6/1/2021,5673,5291,382,6.7,0
CN2604100000000,26,41,Delta County, MI,6/1/2021,17206,16225,981,5.7,0
CN2604300000000,26,43,Dickinson County, MI,6/1/2021,12217,11630,587,4.8,0
CN2604500000000,26,45,Eaton County, MI,6/1/2021,54386,51495,2891,5.3,0
CN2604700000000,26,47,Emmet County, MI,6/1/2021,17546,16596,950,5.4,0
CN2604900000000,26,49,Genesee County, MI,6/1/2021,178754,165364,13390,7.5,0
CN2605100000000,26,51,Gladwin County, MI,6/1/2021,9947,9265,682,6.9,0
CN2605300000000,26,53,Gogebic County, MI,6/1/2021,5887,5578,309,5.2,0
CN2605500000000,26,55,Grand Traverse County, MI,6/1/2021,49375,46980,2395,4.9,0
CN2605700000000,26,57,Gratiot County, MI,6/1/2021,17796,16780,1016,5.7,0
CN2605900000000,26,59,Hillsdale County, MI,6/1/2021,20150,19003,1147,5.7,0
CN2606100000000,26,61,Houghton County, MI,6/1/2021,15617,14793,824,5.3,0
CN2606300000000,26,63,Huron County, MI,6/1/2021,15157,14324,833,5.5,0
CN2606500000000,26,65,Ingham County, MI,6/1/2021,143632,135194,8438,5.9,0
CN2606700000000,26,67,Ionia County, MI,6/1/2021,30123,28624,1499,5,0
CN2606900000000,26,69,Iosco County, MI,6/1/2021,10284,9580,704,6.8,0
CN2607100000000,26,71,Iron County, MI,6/1/2021,4963,4679,284,5.7,0
CN2607300000000,26,73,Isabella County, MI,6/1/2021,33221,31438,1783,5.4,0
CN2607500000000,26,75,Jackson County, MI,6/1/2021,72241,67961,4280,5.9,0
CN2607700000000,26,77,Kalamazoo County, MI,6/1/2021,130304,123342,6962,5.3,0
CN2607900000000,26,79,Kalkaska County, MI,6/1/2021,7892,7362,530,6.7,0
CN2608100000000,26,81,Kent County, MI,6/1/2021,355464,337969,17495,4.9,0
CN2608300000000,26,83,Keweenaw County, MI,6/1/2021,864,806,58,6.7,0
CN2608500000000,26,85,Lake County, MI,6/1/2021,3921,3615,306,7.8,0
CN2608700000000,26,87,Lapeer County, MI,6/1/2021,38488,36853,1635,4.2,0
CN2608900000000,26,89,Leelanau County, MI,6/1/2021,10388,9873,515,5,0
CN2609100000000,26,91,Lenawee County, MI,6/1/2021,45518,43014,2504,5.5,0
CN2609300000000,26,93,Livingston County, MI,6/1/2021,98374,95291,3083,3.1,0
CN2609500000000,26,95,Luce County, MI,6/1/2021,2217,2068,149,6.7,0
CN2609700000000,26,97,Mackinac County, MI,6/1/2021,5711,5520,191,3.3,0
CN2609900000000,26,99,Macomb County, MI,6/1/2021,425310,406153,19157,4.5,0
CN2610100000000,26,101,Manistee County, MI,6/1/2021,10522,9806,716,6.8,0
CN2610300000000,26,103,Marquette County, MI,6/1/2021,31244,29602,1642,5.3,0
CN2610500000000,26,105,Mason County, MI,6/1/2021,13418,12600,818,6.1,0
CN2610700000000,26,107,Mecosta County, MI,6/1/2021,17765,16611,1154,6.5,0
CN2610900000000,26,109,Menominee County, MI,6/1/2021,10890,10406,484,4.4,0
CN2611100000000,26,111,Midland County, MI,6/1/2021,39608,37674,1934,4.9,0
CN2611300000000,26,113,Missaukee County, MI,6/1/2021,6990,6614,376,5.4,0
CN2611500000000,26,115,Monroe County, MI,6/1/2021,72677,68163,4514,6.2,0
CN2611700000000,26,117,Montcalm County, MI,6/1/2021,27750,26181,1569,5.7,0
CN2611900000000,26,119,Montmorency County, MI,6/1/2021,2994,2733,261,8.7,0
CN2612100000000,26,121,Muskegon County, MI,6/1/2021,75756,69763,5993,7.9,0
CN2612300000000,26,123,Newaygo County, MI,6/1/2021,23235,21925,1310,5.6,0
CN2612500000000,26,125,Oakland County, MI,6/1/2021,640783,617620,23163,3.6,0
CN2612700000000,26,127,Oceana County, MI,6/1/2021,11874,11089,785,6.6,0
CN2612900000000,26,129,Ogemaw County, MI,6/1/2021,8010,7432,578,7.2,0
CN2613100000000,26,131,Ontonagon County, MI,6/1/2021,2086,1919,167,8,0
CN2613300000000,26,133,Osceola County, MI,6/1/2021,11404,10769,635,5.6,0
CN2613500000000,26,135,Oscoda County, MI,6/1/2021,3008,2753,255,8.5,0
CN2613700000000,26,137,Otsego County, MI,6/1/2021,11611,10825,786,6.8,0
CN2613900000000,26,139,Ottawa County, MI,6/1/2021,158444,151642,6802,4.3,0
CN2614100000000,26,141,Presque Isle County, MI,6/1/2021,4953,4609,344,6.9,0
CN2614300000000,26,143,Roscommon County, MI,6/1/2021,7852,7170,682,8.7,0
CN2614500000000,26,145,Saginaw County, MI,6/1/2021,83900,78040,5860,7,0
CN2614700000000,26,147,St. Clair County, MI,6/1/2021,71391,68244,3147,4.4,0
CN2614900000000,26,149,St. Joseph County, MI,6/1/2021,28125,26565,1560,5.5,0
CN2615100000000,26,151,Sanilac County, MI,6/1/2021,19626,18447,1179,6,0
CN2615300000000,26,153,Schoolcraft County, MI,6/1/2021,3253,3009,244,7.5,0
CN2615500000000,26,155,Shiawassee County, MI,6/1/2021,32432,30673,1759,5.4,0
CN2615700000000,26,157,Tuscola County, MI,6/1/2021,23649,22245,1404,5.9,0
CN2615900000000,26,159,Van Buren County, MI,6/1/2021,34375,32283,2092,6.1,0
CN2616100000000,26,161,Washtenaw County, MI,6/1/2021,188828,179867,8961,4.7,0
CN2616300000000,26,163,Wayne County, MI,6/1/2021,763749,715808,47941,6.3,0
CN2616500000000,26,165,Wexford County, MI,6/1/2021,15016,14137,879,5.9,0
CN2700100000000,27,1,Aitkin County, MN,6/1/2021,7662,7315,347,4.5,0
CN2700300000000,27,3,Anoka County, MN,6/1/2021,195211,186586,8625,4.4,0
CN2700500000000,27,5,Becker County, MN,6/1/2021,18912,18211,701,3.7,0
CN2700700000000,27,7,Beltrami County, MN,6/1/2021,25517,24438,1079,4.2,0
CN2700900000000,27,9,Benton County, MN,6/1/2021,21416,20369,1047,4.9,0
CN2701100000000,27,11,Big Stone County, MN,6/1/2021,2470,2381,89,3.6,0
CN2701300000000,27,13,Blue Earth County, MN,6/1/2021,39364,37737,1627,4.1,0
CN2701500000000,27,15,Brown County, MN,6/1/2021,13756,13267,489,3.6,0
CN2701700000000,27,17,Carlton County, MN,6/1/2021,17388,16602,786,4.5,0
CN2701900000000,27,19,Carver County, MN,6/1/2021,57807,55711,2096,3.6,0
CN2702100000000,27,21,Cass County, MN,6/1/2021,14397,13661,736,5.1,0
CN2702300000000,27,23,Chippewa County, MN,6/1/2021,6637,6392,245,3.7,0
CN2702500000000,27,25,Chisago County, MN,6/1/2021,29380,28164,1216,4.1,0
CN2702700000000,27,27,Clay County, MN,6/1/2021,36278,34944,1334,3.7,0
CN2702900000000,27,29,Clearwater County, MN,6/1/2021,4391,4159,232,5.3,0
CN2703100000000,27,31,Cook County, MN,6/1/2021,2906,2758,148,5.1,0
CN2703300000000,27,33,Cottonwood County, MN,6/1/2021,6422,6123,299,4.7,0
CN2703500000000,27,35,Crow Wing County, MN,6/1/2021,33783,32406,1377,4.1,0
CN2703700000000,27,37,Dakota County, MN,6/1/2021,238441,228478,9963,4.2,0
CN2703900000000,27,39,Dodge County, MN,6/1/2021,11790,11378,412,3.5,0
CN2704100000000,27,41,Douglas County, MN,6/1/2021,22198,21495,703,3.2,0
CN2704300000000,27,43,Faribault County, MN,6/1/2021,6847,6518,329,4.8,0
CN2704500000000,27,45,Fillmore County, MN,6/1/2021,11305,10929,376,3.3,0
CN2704700000000,27,47,Freeborn County, MN,6/1/2021,15934,15237,697,4.4,0
CN2704900000000,27,49,Goodhue County, MN,6/1/2021,26165,25163,1002,3.8,0
CN2705100000000,27,51,Grant County, MN,6/1/2021,3315,3173,142,4.3,0
CN2705300000000,27,53,Hennepin County, MN,6/1/2021,700338,667122,33216,4.7,0
CN2705500000000,27,55,Houston County, MN,6/1/2021,10044,9692,352,3.5,0
CN2705700000000,27,57,Hubbard County, MN,6/1/2021,10169,9742,427,4.2,0
CN2705900000000,27,59,Isanti County, MN,6/1/2021,20999,20029,970,4.6,0
CN2706100000000,27,61,Itasca County, MN,6/1/2021,22374,21253,1121,5,0
CN2706300000000,27,63,Jackson County, MN,6/1/2021,5553,5282,271,4.9,0
CN2706500000000,27,65,Kanabec County, MN,6/1/2021,9007,8588,419,4.7,0
CN2706700000000,27,67,Kandiyohi County, MN,6/1/2021,24639,23631,1008,4.1,0
CN2706900000000,27,69,Kittson County, MN,6/1/2021,2314,2231,83,3.6,0
CN2707100000000,27,71,Koochiching County, MN,6/1/2021,5690,5392,298,5.2,0
CN2707300000000,27,73,Lac qui Parle County, MN,6/1/2021,3395,3285,110,3.2,0
CN2707500000000,27,75,Lake County, MN,6/1/2021,5211,4986,225,4.3,0
CN2707700000000,27,77,Lake of the Woods County, MN,6/1/2021,2429,2322,107,4.4,0
CN2707900000000,27,79,Le Sueur County, MN,6/1/2021,15629,15030,599,3.8,0
CN2708100000000,27,81,Lincoln County, MN,6/1/2021,2957,2848,109,3.7,0
CN2708300000000,27,83,Lyon County, MN,6/1/2021,13745,13251,494,3.6,0
CN2708500000000,27,85,McLeod County, MN,6/1/2021,18585,17815,770,4.1,0
CN2708700000000,27,87,Mahnomen County, MN,6/1/2021,2149,2008,141,6.6,0
CN2708900000000,27,89,Marshall County, MN,6/1/2021,5338,5153,185,3.5,0
CN2709100000000,27,91,Martin County, MN,6/1/2021,9724,9248,476,4.9,0
CN2709300000000,27,93,Meeker County, MN,6/1/2021,12947,12488,459,3.5,0
CN2709500000000,27,95,Mille Lacs County, MN,6/1/2021,12462,11852,610,4.9,0
CN2709700000000,27,97,Morrison County, MN,6/1/2021,17407,16708,699,4,0
CN2709900000000,27,99,Mower County, MN,6/1/2021,20591,19762,829,4,0
CN2710100000000,27,101,Murray County, MN,6/1/2021,4702,4520,182,3.9,0
CN2710300000000,27,103,Nicollet County, MN,6/1/2021,20210,19473,737,3.6,0
CN2710500000000,27,105,Nobles County, MN,6/1/2021,11227,10787,440,3.9,0
CN2710700000000,27,107,Norman County, MN,6/1/2021,3152,2999,153,4.9,0
CN2710900000000,27,109,Olmsted County, MN,6/1/2021,90337,87030,3307,3.7,0
CN2711100000000,27,111,Otter Tail County, MN,6/1/2021,32129,30988,1141,3.6,0
CN2711300000000,27,113,Pennington County, MN,6/1/2021,8828,8501,327,3.7,0
CN2711500000000,27,115,Pine County, MN,6/1/2021,14562,13884,678,4.7,0
CN2711700000000,27,117,Pipestone County, MN,6/1/2021,4465,4314,151,3.4,0
CN2711900000000,27,119,Polk County, MN,6/1/2021,15755,14908,847,5.4,0
CN2712100000000,27,121,Pope County, MN,6/1/2021,6516,6319,197,3,0
CN2712300000000,27,123,Ramsey County, MN,6/1/2021,286182,271424,14758,5.2,0
CN2712500000000,27,125,Red Lake County, MN,6/1/2021,2215,2115,100,4.5,0
CN2712700000000,27,127,Redwood County, MN,6/1/2021,7582,7275,307,4,0
CN2712900000000,27,129,Renville County, MN,6/1/2021,8398,8000,398,4.7,0
CN2713100000000,27,131,Rice County, MN,6/1/2021,36971,35467,1504,4.1,0
CN2713300000000,27,133,Rock County, MN,6/1/2021,5811,5662,149,2.6,0
CN2713500000000,27,135,Roseau County, MN,6/1/2021,7644,7357,287,3.8,0
CN2713700000000,27,137,St. Louis County, MN,6/1/2021,99685,94964,4721,4.7,0
CN2713900000000,27,139,Scott County, MN,6/1/2021,82597,79297,3300,4,0
CN2714100000000,27,141,Sherburne County, MN,6/1/2021,51581,49418,2163,4.2,0
CN2714300000000,27,143,Sibley County, MN,6/1/2021,8034,7721,313,3.9,0
CN2714500000000,27,145,Stearns County, MN,6/1/2021,88639,84555,4084,4.6,0
CN2714700000000,27,147,Steele County, MN,6/1/2021,19642,18793,849,4.3,0
CN2714900000000,27,149,Stevens County, MN,6/1/2021,5304,5158,146,2.8,0
CN2715100000000,27,151,Swift County, MN,6/1/2021,4684,4487,197,4.2,0
CN2715300000000,27,153,Todd County, MN,6/1/2021,13345,12782,563,4.2,0
CN2715500000000,27,155,Traverse County, MN,6/1/2021,1675,1620,55,3.3,0
CN2715700000000,27,157,Wabasha County, MN,6/1/2021,12092,11666,426,3.5,0
CN2715900000000,27,159,Wadena County, MN,6/1/2021,5884,5604,280,4.8,0
CN2716100000000,27,161,Waseca County, MN,6/1/2021,8724,8307,417,4.8,0
CN2716300000000,27,163,Washington County, MN,6/1/2021,141639,136082,5557,3.9,0
CN2716500000000,27,165,Watonwan County, MN,6/1/2021,6463,6220,243,3.8,0
CN2716700000000,27,167,Wilkin County, MN,6/1/2021,3260,3137,123,3.8,0
CN2716900000000,27,169,Winona County, MN,6/1/2021,27579,26471,1108,4,0
CN2717100000000,27,171,Wright County, MN,6/1/2021,74435,71676,2759,3.7,0
CN2717300000000,27,173,Yellow Medicine County, MN,6/1/2021,5111,4925,186,3.6,0
CN2800100000000,28,1,Adams County, MS,6/1/2021,10780,9544,1236,11.5,1
CN2800300000000,28,3,Alcorn County, MS,6/1/2021,15460,14394,1066,6.9,1
CN2800500000000,28,5,Amite County, MS,6/1/2021,4714,4247,467,9.9,1
CN2800700000000,28,7,Attala County, MS,6/1/2021,7172,6595,577,8,1
CN2800900000000,28,9,Benton County, MS,6/1/2021,3156,2877,279,8.8,1
CN2801100000000,28,11,Bolivar County, MS,6/1/2021,11917,10840,1077,9,1
CN2801300000000,28,13,Calhoun County, MS,6/1/2021,5762,5372,390,6.8,1
CN2801500000000,28,15,Carroll County, MS,6/1/2021,3614,3328,286,7.9,1
CN2801700000000,28,17,Chickasaw County, MS,6/1/2021,7065,6462,603,8.5,1
CN2801900000000,28,19,Choctaw County, MS,6/1/2021,3699,3454,245,6.6,1
CN2802100000000,28,21,Claiborne County, MS,6/1/2021,3157,2669,488,15.5,1
CN2802300000000,28,23,Clarke County, MS,6/1/2021,5973,5464,509,8.5,1
CN2802500000000,28,25,Clay County, MS,6/1/2021,7931,7166,765,9.6,1
CN2802700000000,28,27,Coahoma County, MS,6/1/2021,8356,7400,956,11.4,1
CN2802900000000,28,29,Copiah County, MS,6/1/2021,11255,10248,1007,8.9,1
CN2803100000000,28,31,Covington County, MS,6/1/2021,8689,8107,582,6.7,1
CN2803300000000,28,33,DeSoto County, MS,6/1/2021,94600,88953,5647,6,1
CN2803500000000,28,35,Forrest County, MS,6/1/2021,33919,31221,2698,8,1
CN2803700000000,28,37,Franklin County, MS,6/1/2021,2856,2598,258,9,1
CN2803900000000,28,39,George County, MS,6/1/2021,9562,8701,861,9,1
CN2804100000000,28,41,Greene County, MS,6/1/2021,4625,4184,441,9.5,1
CN2804300000000,28,43,Grenada County, MS,6/1/2021,9087,8465,622,6.8,1
CN2804500000000,28,45,Hancock County, MS,6/1/2021,19460,17861,1599,8.2,1
CN2804700000000,28,47,Harrison County, MS,6/1/2021,89322,82721,6601,7.4,1
CN2804900000000,28,49,Hinds County, MS,6/1/2021,106165,97441,8724,8.2,1
CN2805100000000,28,51,Holmes County, MS,6/1/2021,5215,4418,797,15.3,1
CN2805300000000,28,53,Humphreys County, MS,6/1/2021,2394,2032,362,15.1,1
CN2805500000000,28,55,Issaquena County, MS,6/1/2021,365,324,41,11.2,1
CN2805700000000,28,57,Itawamba County, MS,6/1/2021,10495,9854,641,6.1,1
CN2805900000000,28,59,Jackson County, MS,6/1/2021,60144,55271,4873,8.1,1
CN2806100000000,28,61,Jasper County, MS,6/1/2021,6248,5645,603,9.7,1
CN2806300000000,28,63,Jefferson County, MS,6/1/2021,2046,1595,451,22,1
CN2806500000000,28,65,Jefferson Davis County, MS,6/1/2021,4194,3779,415,9.9,1
